"citizen_id","event_type","event_time"
"1644","Insurance Activated","3/26/2024 4:26:40 AM"
"1645","Fine Issued","5/25/2020 12:26:40 AM"
"1646","Payment Attempted","10/18/2023 2:26:40 PM"
"1647","Accident Logged","6/10/2017 12:26:40 AM"
"1648","Investigation Opened","7/2/2026 12:26:40 AM"
"1649","Court Hearing","11/22/2022 1:26:40 PM"
"1650","Resolution Closed","10/1/2020 6:26:40 PM"
"1651","Citizen Birth","4/20/2017 9:26:40 AM"
"1652","NIDA Issued","9/15/2021 3:26:40 PM"
"1653","License Issued","9/23/2022 12:26:40 AM"
"1654","Vehicle Purchase","11/11/2016 1:26:40 PM"
"1655","Insurance Activated","2/23/2022 12:26:40 PM"
"1656","Fine Issued","1/9/2019 12:26:40 PM"
"1657","Payment Attempted","12/5/2023 12:26:40 AM"
"1658","Accident Logged","9/3/2022 6:26:40 AM"
"1659","Investigation Opened","1/9/2023 8:26:40 PM"
"1660","Court Hearing","8/28/2018 4:26:40 AM"
"1661","Resolution Closed","5/25/2025 12:26:40 PM"
"1662","Citizen Birth","4/16/2023 3:26:40 AM"
"1663","NIDA Issued","10/31/2025 11:26:40 PM"
"1664","License Issued","4/12/2018 2:26:40 PM"
"1665","Vehicle Purchase","2/2/2020 5:26:40 AM"
"1666","Insurance Activated","10/4/2022 10:26:40 PM"
"1667","Fine Issued","9/19/2021 4:26:40 PM"
"1668","Payment Attempted","1/27/2025 12:26:40 AM"
"1669","Accident Logged","4/17/2018 7:26:40 AM"
"1670","Investigation Opened","12/24/2018 6:26:40 AM"
"1671","Court Hearing","11/10/2020 10:26:40 PM"
"1672","Resolution Closed","2/28/2019 2:26:40 PM"
"1673","Citizen Birth","9/7/2020 11:26:40 PM"
"1674","NIDA Issued","7/17/2021 7:26:40 PM"
"1675","License Issued","11/23/2016 11:26:40 AM"
"1676","Vehicle Purchase","6/11/2026 12:26:40 PM"
"1677","Insurance Activated","2/20/2026 11:26:40 PM"
"1678","Fine Issued","6/28/2021 7:26:40 AM"
"1679","Payment Attempted","1/5/2020 3:26:40 AM"
"1680","Accident Logged","12/11/2019 9:26:40 AM"
"1681","Investigation Opened","3/22/2021 4:26:40 AM"
"1682","Court Hearing","11/20/2024 2:26:40 AM"
"1683","Resolution Closed","10/10/2021 1:26:40 AM"
"1684","Citizen Birth","9/16/2022 7:26:40 PM"
"1685","NIDA Issued","8/31/2024 8:26:40 AM"
"1686","License Issued","11/30/2023 1:26:40 AM"
"1687","Vehicle Purchase","1/3/2019 4:26:40 PM"
"1688","Insurance Activated","7/16/2020 4:26:40 PM"
"1689","Fine Issued","6/19/2025 7:26:40 PM"
"1690","Payment Attempted","1/17/2020 5:26:40 PM"
"1691","Accident Logged","8/30/2017 3:26:40 AM"
"1692","Investigation Opened","5/9/2018 3:26:40 PM"
"1693","Court Hearing","12/21/2024 8:26:40 PM"
"1694","Resolution Closed","6/24/2022 7:26:40 AM"
"1695","Citizen Birth","9/10/2024 7:26:40 AM"
"1696","NIDA Issued","5/22/2019 7:26:40 PM"
"1697","License Issued","8/6/2022 2:26:40 PM"
"1698","Vehicle Purchase","12/7/2020 11:26:40 PM"
"1699","Insurance Activated","12/26/2023 9:26:40 PM"
"1700","Fine Issued","9/14/2023 2:26:40 AM"
"1701","Payment Attempted","4/9/2026 10:26:40 AM"
"1702","Accident Logged","8/24/2022 10:26:40 AM"
"1703","Investigation Opened","1/2/2020 3:26:40 PM"
"1704","Court Hearing","7/10/2025 12:26:40 AM"
"1705","Resolution Closed","6/4/2018 1:26:40 PM"
"1706","Citizen Birth","10/28/2016 6:26:40 AM"
"1707","NIDA Issued","7/20/2020 9:26:40 AM"
"1708","License Issued","6/26/2025 2:26:40 AM"
"1709","Vehicle Purchase","11/18/2022 10:26:40 PM"
"1710","Insurance Activated","5/13/2025 10:26:40 AM"
"1711","Fine Issued","7/18/2017 1:26:40 AM"
"1712","Payment Attempted","9/2/2022 6:26:40 AM"
"1713","Accident Logged","7/4/2023 4:26:40 PM"
"1714","Investigation Opened","7/3/2017 9:26:40 AM"
"1715","Court Hearing","3/7/2025 3:26:40 AM"
"1716","Resolution Closed","2/25/2022 5:26:40 PM"
"1717","Citizen Birth","9/23/2023 12:26:40 AM"
"1718","NIDA Issued","3/10/2020 9:26:40 AM"
"1719","License Issued","12/7/2017 12:26:40 PM"
"1720","Vehicle Purchase","10/11/2025 10:26:40 PM"
"1721","Insurance Activated","4/29/2022 7:26:40 AM"
"1722","Fine Issued","12/13/2023 12:26:40 AM"
"1723","Payment Attempted","7/30/2025 5:26:40 PM"
"1724","Accident Logged","10/5/2016 11:26:40 PM"
"1725","Investigation Opened","12/20/2019 2:26:40 AM"
"1726","Court Hearing","5/10/2026 1:26:40 PM"
"1727","Resolution Closed","1/25/2023 1:26:40 AM"
"1728","Citizen Birth","9/28/2022 3:26:40 PM"
"1729","NIDA Issued","2/17/2021 2:26:40 AM"
"1730","License Issued","2/9/2020 9:26:40 AM"
"1731","Vehicle Purchase","6/19/2018 6:26:40 AM"
"1732","Insurance Activated","6/17/2024 6:26:40 PM"
"1733","Fine Issued","10/22/2022 1:26:40 AM"
"1734","Payment Attempted","6/21/2018 3:26:40 AM"
"1735","Accident Logged","11/27/2022 5:26:40 AM"
"1736","Investigation Opened","4/28/2022 9:26:40 PM"
"1737","Court Hearing","12/8/2022 4:26:40 PM"
"1738","Resolution Closed","3/20/2021 12:26:40 PM"
"1739","Citizen Birth","1/3/2026 8:26:40 AM"
"1740","NIDA Issued","4/19/2026 4:26:40 PM"
"1741","License Issued","6/17/2019 8:26:40 PM"
"1742","Vehicle Purchase","3/16/2023 12:26:40 PM"
"1743","Insurance Activated","7/20/2024 6:26:40 PM"
"1744","Fine Issued","8/1/2023 10:26:40 AM"
"1745","Payment Attempted","8/20/2016 10:26:40 AM"
"1746","Accident Logged","5/7/2022 6:26:40 PM"
"1747","Investigation Opened","3/29/2024 6:26:40 AM"
"1748","Court Hearing","3/2/2020 1:26:40 AM"
"1749","Resolution Closed","12/27/2017 5:26:40 PM"
"1750","Citizen Birth","7/17/2016 2:26:40 PM"
"1751","NIDA Issued","5/5/2018 3:26:40 PM"
"1752","License Issued","3/18/2026 8:26:40 PM"
"1753","Vehicle Purchase","12/21/2017 8:26:40 PM"
"1754","Insurance Activated","12/11/2021 4:26:40 PM"
"1755","Fine Issued","7/23/2018 7:26:40 PM"
"1756","Payment Attempted","12/5/2019 8:26:40 PM"
"1757","Accident Logged","1/29/2024 9:26:40 AM"
"1758","Investigation Opened","12/10/2023 1:26:40 AM"
"1759","Court Hearing","10/7/2018 12:26:40 AM"
"1760","Resolution Closed","7/28/2022 2:26:40 PM"
"1761","Citizen Birth","3/13/2026 12:26:40 PM"
"1762","NIDA Issued","2/25/2024 10:26:40 PM"
"1763","License Issued","4/12/2019 1:26:40 PM"
"1764","Vehicle Purchase","11/28/2023 2:26:40 AM"
"1765","Insurance Activated","3/10/2026 3:26:40 AM"
"1766","Fine Issued","9/21/2016 11:26:40 PM"
"1767","Payment Attempted","5/25/2026 2:26:40 AM"
"1768","Accident Logged","12/22/2017 9:26:40 AM"
"1769","Investigation Opened","10/14/2021 1:26:40 PM"
"1770","Court Hearing","7/12/2026 4:26:40 PM"
"1771","Resolution Closed","12/8/2024 6:26:40 PM"
"1772","Citizen Birth","1/3/2025 10:26:40 PM"
"1773","NIDA Issued","12/11/2023 11:26:40 AM"
"1774","License Issued","2/2/2023 2:26:40 AM"
"1775","Vehicle Purchase","1/22/2018 12:26:40 AM"
"1776","Insurance Activated","3/18/2021 8:26:40 PM"
"1777","Fine Issued","11/14/2023 3:26:40 AM"
"1778","Payment Attempted","3/19/2019 9:26:40 AM"
"1779","Accident Logged","6/7/2021 6:26:40 PM"
"1780","Investigation Opened","9/6/2018 8:26:40 AM"
"1781","Court Hearing","12/3/2023 4:26:40 AM"
"1782","Resolution Closed","2/21/2020 7:26:40 PM"
"1783","Citizen Birth","12/7/2020 2:26:40 AM"
"1784","NIDA Issued","5/30/2021 9:26:40 AM"
"1785","License Issued","6/8/2025 1:26:40 AM"
"1786","Vehicle Purchase","4/18/2018 10:26:40 AM"
"1787","Insurance Activated","1/15/2023 3:26:40 PM"
"1788","Fine Issued","8/5/2020 11:26:40 PM"
"1789","Payment Attempted","7/3/2019 2:26:40 PM"
"1790","Accident Logged","9/13/2024 12:26:40 PM"
"1791","Investigation Opened","9/6/2021 8:26:40 AM"
"1792","Court Hearing","7/1/2022 4:26:40 PM"
"1793","Resolution Closed","8/27/2019 9:26:40 PM"
"1794","Citizen Birth","4/25/2025 2:26:40 PM"
"1795","NIDA Issued","4/17/2021 11:26:40 AM"
"1796","License Issued","1/20/2022 11:26:40 AM"
"1797","Vehicle Purchase","3/9/2026 9:26:40 AM"
"1798","Insurance Activated","6/2/2022 10:26:40 AM"
"1799","Fine Issued","9/25/2016 7:26:40 PM"
"1800","Payment Attempted","9/1/2017 9:26:40 AM"
"1801","Accident Logged","10/1/2022 12:26:40 AM"
"1802","Investigation Opened","1/4/2025 7:26:40 PM"
"1803","Court Hearing","5/30/2021 7:26:40 PM"
"1804","Resolution Closed","12/25/2024 7:26:40 PM"
"1805","Citizen Birth","1/11/2020 1:26:40 AM"
"1806","NIDA Issued","12/9/2023 3:26:40 PM"
"1807","License Issued","6/23/2022 10:26:40 AM"
"1808","Vehicle Purchase","2/20/2021 2:26:40 AM"
"1809","Insurance Activated","7/5/2018 10:26:40 AM"
"1810","Fine Issued","8/31/2017 6:26:40 AM"
"1811","Payment Attempted","1/13/2025 3:26:40 PM"
"1812","Accident Logged","11/25/2021 3:26:40 AM"
"1813","Investigation Opened","1/6/2018 10:26:40 AM"
"1814","Court Hearing","4/28/2017 11:26:40 PM"
"1815","Resolution Closed","6/5/2023 5:26:40 PM"
"1816","Citizen Birth","3/19/2022 5:26:40 AM"
"1817","NIDA Issued","7/5/2017 4:26:40 AM"
"1818","License Issued","12/28/2021 5:26:40 AM"
"1819","Vehicle Purchase","1/23/2018 12:26:40 PM"
"1820","Insurance Activated","9/8/2024 6:26:40 AM"
"1821","Fine Issued","4/27/2023 7:26:40 PM"
"1822","Payment Attempted","5/14/2025 4:26:40 AM"
"1823","Accident Logged","3/16/2020 3:26:40 PM"
"1824","Investigation Opened","9/29/2021 7:26:40 AM"
"1825","Court Hearing","3/13/2022 5:26:40 AM"
"1826","Resolution Closed","1/16/2025 8:26:40 AM"
"1827","Citizen Birth","8/29/2019 1:26:40 PM"
"1828","NIDA Issued","3/2/2018 5:26:40 PM"
"1829","License Issued","8/13/2017 10:26:40 AM"
"1830","Vehicle Purchase","8/3/2019 7:26:40 PM"
"1831","Insurance Activated","12/30/2019 2:26:40 PM"
"1832","Fine Issued","3/17/2024 8:26:40 AM"
"1833","Payment Attempted","9/4/2017 5:26:40 AM"
"1834","Accident Logged","5/17/2018 3:26:40 AM"
"1835","Investigation Opened","7/26/2021 11:26:40 PM"
"1836","Court Hearing","5/28/2022 10:26:40 AM"
"1837","Resolution Closed","12/20/2018 2:26:40 PM"
"1838","Citizen Birth","12/2/2018 7:26:40 PM"
"1839","NIDA Issued","4/8/2020 2:26:40 AM"
"1840","License Issued","9/13/2020 6:26:40 AM"
"1841","Vehicle Purchase","12/12/2021 12:26:40 PM"
"1842","Insurance Activated","2/20/2017 5:26:40 AM"
"1843","Fine Issued","8/12/2021 11:26:40 PM"
"1844","Payment Attempted","2/22/2022 6:26:40 AM"
"1845","Accident Logged","12/13/2022 1:26:40 PM"
"1846","Investigation Opened","3/2/2024 11:26:40 AM"
"1847","Court Hearing","12/3/2024 6:26:40 PM"
"1848","Resolution Closed","12/16/2021 8:26:40 PM"
"1849","Citizen Birth","2/2/2023 6:26:40 AM"
"1850","NIDA Issued","5/10/2023 8:26:40 PM"
"1851","License Issued","6/5/2017 2:26:40 AM"
"1852","Vehicle Purchase","9/6/2020 8:26:40 AM"
"1853","Insurance Activated","3/3/2019 4:26:40 AM"
"1854","Fine Issued","9/22/2023 11:26:40 AM"
"1855","Payment Attempted","2/15/2026 2:26:40 AM"
"1856","Accident Logged","6/17/2026 5:26:40 PM"
"1857","Investigation Opened","1/9/2023 7:26:40 PM"
"1858","Court Hearing","5/22/2025 1:26:40 PM"
"1859","Resolution Closed","2/23/2018 7:26:40 AM"
"1860","Citizen Birth","5/14/2021 9:26:40 PM"
"1861","NIDA Issued","8/12/2019 3:26:40 PM"
"1862","License Issued","1/11/2018 4:26:40 PM"
"1863","Vehicle Purchase","10/18/2024 8:26:40 PM"
"1864","Insurance Activated","9/9/2018 5:26:40 AM"
"1865","Fine Issued","5/14/2023 3:26:40 AM"
"1866","Payment Attempted","4/8/2024 8:26:40 PM"
"1867","Accident Logged","2/19/2017 7:26:40 AM"
"1868","Investigation Opened","5/31/2024 4:26:40 AM"
"1869","Court Hearing","1/3/2024 10:26:40 AM"
"1870","Resolution Closed","4/24/2022 2:26:40 AM"
"1871","Citizen Birth","5/28/2025 8:26:40 PM"
"1872","NIDA Issued","12/13/2025 6:26:40 AM"
"1873","License Issued","6/1/2018 6:26:40 PM"
"1874","Vehicle Purchase","12/4/2020 6:26:40 PM"
"1875","Insurance Activated","7/28/2021 5:26:40 PM"
"1876","Fine Issued","7/11/2019 2:26:40 AM"
"1877","Payment Attempted","8/20/2020 1:26:40 PM"
"1878","Accident Logged","6/16/2018 4:26:40 AM"
"1879","Investigation Opened","5/7/2022 11:26:40 AM"
"1880","Court Hearing","1/16/2018 3:26:40 AM"
"1881","Resolution Closed","5/15/2022 5:26:40 AM"
"1882","Citizen Birth","8/2/2020 1:26:40 PM"
"1883","NIDA Issued","2/22/2026 9:26:40 PM"
"1884","License Issued","8/12/2019 2:26:40 AM"
"1885","Vehicle Purchase","12/13/2022 10:26:40 AM"
"1886","Insurance Activated","11/28/2020 10:26:40 AM"
"1887","Fine Issued","1/17/2020 3:26:40 AM"
"1888","Payment Attempted","9/29/2022 5:26:40 AM"
"1889","Accident Logged","12/18/2019 2:26:40 PM"
"1890","Investigation Opened","11/24/2017 7:26:40 PM"
"1891","Court Hearing","2/23/2017 4:26:40 AM"
"1892","Resolution Closed","1/18/2020 4:26:40 PM"
"1893","Citizen Birth","5/8/2021 10:26:40 AM"
"1894","NIDA Issued","4/2/2017 6:26:40 AM"
"1895","License Issued","10/19/2023 8:26:40 AM"
"1896","Vehicle Purchase","11/3/2018 12:26:40 AM"
"1897","Insurance Activated","11/14/2025 4:26:40 AM"
"1898","Fine Issued","10/24/2017 9:26:40 AM"
"1899","Payment Attempted","3/25/2017 3:26:40 AM"
"1900","Accident Logged","12/29/2025 1:26:40 AM"
"1901","Investigation Opened","6/10/2017 1:26:40 AM"
"1902","Court Hearing","3/21/2024 7:26:40 PM"
"1903","Resolution Closed","9/27/2025 2:26:40 PM"
"1904","Citizen Birth","4/24/2020 12:26:40 AM"
"1905","NIDA Issued","1/28/2022 5:26:40 PM"
"1906","License Issued","3/2/2021 5:26:40 PM"
"1907","Vehicle Purchase","2/2/2026 2:26:40 AM"
"1908","Insurance Activated","7/26/2023 3:26:40 AM"
"1909","Fine Issued","9/4/2021 10:26:40 AM"
"1910","Payment Attempted","7/10/2023 6:26:40 AM"
"1911","Accident Logged","12/13/2020 7:26:40 PM"
"1912","Investigation Opened","8/5/2016 12:26:40 AM"
"1913","Court Hearing","12/27/2024 3:26:40 AM"
"1914","Resolution Closed","12/23/2017 9:26:40 PM"
"1915","Citizen Birth","12/29/2022 11:26:40 PM"
"1916","NIDA Issued","3/10/2024 10:26:40 PM"
"1917","License Issued","7/4/2019 8:26:40 PM"
"1918","Vehicle Purchase","12/9/2019 5:26:40 PM"
"1919","Insurance Activated","11/28/2016 7:26:40 AM"
"1920","Fine Issued","7/31/2020 3:26:40 PM"
"1921","Payment Attempted","3/24/2023 7:26:40 PM"
"1922","Accident Logged","11/8/2019 5:26:40 PM"
"1923","Investigation Opened","9/27/2021 6:26:40 AM"
"1924","Court Hearing","7/19/2023 2:26:40 PM"
"1925","Resolution Closed","8/27/2017 5:26:40 PM"
"1926","Citizen Birth","8/16/2021 8:26:40 AM"
"1927","NIDA Issued","3/6/2017 9:26:40 AM"
"1928","License Issued","11/19/2018 1:26:40 AM"
"1929","Vehicle Purchase","7/25/2023 11:26:40 AM"
"1930","Insurance Activated","5/17/2022 12:26:40 PM"
"1931","Fine Issued","4/25/2017 5:26:40 AM"
"1932","Payment Attempted","6/14/2026 7:26:40 AM"
"1933","Accident Logged","6/17/2022 6:26:40 AM"
"1934","Investigation Opened","12/18/2016 8:26:40 PM"
"1935","Court Hearing","5/5/2020 5:26:40 PM"
"1936","Resolution Closed","12/14/2023 11:26:40 PM"
"1937","Citizen Birth","4/17/2023 7:26:40 PM"
"1938","NIDA Issued","1/1/2019 9:26:40 AM"
"1939","License Issued","6/13/2017 12:26:40 AM"
"1940","Vehicle Purchase","12/7/2017 7:26:40 AM"
"1941","Insurance Activated","5/6/2017 7:26:40 AM"
"1942","Fine Issued","10/15/2020 4:26:40 PM"
"1943","Payment Attempted","6/10/2017 3:26:40 AM"
"1944","Accident Logged","9/15/2021 3:26:40 PM"
"1945","Investigation Opened","10/21/2018 1:26:40 AM"
"1946","Court Hearing","1/16/2023 7:26:40 AM"
"1947","Resolution Closed","12/4/2019 3:26:40 PM"
"1948","Citizen Birth","5/17/2018 4:26:40 AM"
"1949","NIDA Issued","12/18/2020 6:26:40 PM"
"1950","License Issued","4/21/2024 12:26:40 AM"
"1951","Vehicle Purchase","1/8/2025 1:26:40 PM"
"1952","Insurance Activated","11/11/2024 3:26:40 AM"
"1953","Fine Issued","8/13/2022 7:26:40 AM"
"1954","Payment Attempted","9/4/2019 12:26:40 AM"
"1955","Accident Logged","5/19/2024 2:26:40 PM"
"1956","Investigation Opened","4/23/2022 10:26:40 AM"
"1957","Court Hearing","3/30/2026 12:26:40 AM"
"1958","Resolution Closed","2/18/2017 12:26:40 PM"
"1959","Citizen Birth","9/12/2020 1:26:40 AM"
"1960","NIDA Issued","3/14/2025 4:26:40 AM"
"1961","License Issued","3/12/2020 3:26:40 AM"
"1962","Vehicle Purchase","3/25/2019 1:26:40 AM"
"1963","Insurance Activated","7/15/2023 4:26:40 AM"
"1964","Fine Issued","1/27/2019 6:26:40 PM"
"1965","Payment Attempted","2/1/2019 7:26:40 PM"
"1966","Accident Logged","3/9/2022 2:26:40 AM"
"1967","Investigation Opened","2/18/2025 9:26:40 PM"
"1968","Court Hearing","8/7/2017 5:26:40 AM"
"1969","Resolution Closed","7/12/2017 12:26:40 AM"
"1970","Citizen Birth","6/6/2023 1:26:40 PM"
"1971","NIDA Issued","3/4/2021 6:26:40 AM"
"1972","License Issued","5/9/2021 8:26:40 AM"
"1973","Vehicle Purchase","6/28/2017 11:26:40 PM"
"1974","Insurance Activated","2/6/2026 2:26:40 AM"
"1975","Fine Issued","8/6/2018 9:26:40 AM"
"1976","Payment Attempted","8/31/2020 2:26:40 AM"
"1977","Accident Logged","8/19/2021 8:26:40 AM"
"1978","Investigation Opened","4/6/2019 10:26:40 AM"
"1979","Court Hearing","11/29/2025 11:26:40 AM"
"1980","Resolution Closed","2/28/2017 4:26:40 AM"
"1981","Citizen Birth","3/6/2023 6:26:40 AM"
"1982","NIDA Issued","4/1/2020 5:26:40 PM"
"1983","License Issued","3/1/2023 5:26:40 AM"
"1984","Vehicle Purchase","8/7/2018 8:26:40 PM"
"1985","Insurance Activated","10/11/2021 1:26:40 PM"
"1986","Fine Issued","1/8/2017 3:26:40 AM"
"1987","Payment Attempted","8/6/2016 1:26:40 AM"
"1988","Accident Logged","1/23/2020 8:26:40 PM"
"1989","Investigation Opened","6/29/2019 3:26:40 PM"
"1990","Court Hearing","9/1/2022 11:26:40 AM"
"1991","Resolution Closed","2/12/2025 10:26:40 PM"
"1992","Citizen Birth","8/3/2018 2:26:40 PM"
"1993","NIDA Issued","8/6/2016 4:26:40 AM"
"1994","License Issued","8/8/2018 6:26:40 AM"
"1995","Vehicle Purchase","11/1/2018 9:26:40 AM"
"1996","Insurance Activated","11/25/2025 8:26:40 AM"
"1997","Fine Issued","7/22/2022 6:26:40 AM"
"1998","Payment Attempted","8/18/2021 10:26:40 PM"
"1999","Accident Logged","9/27/2021 11:26:40 AM"
"2000","Investigation Opened","11/28/2019 2:26:40 PM"
"2001","Court Hearing","4/27/2020 8:26:40 PM"
"2002","Resolution Closed","5/23/2018 9:26:40 AM"
"2003","Citizen Birth","6/5/2026 12:26:40 AM"
"2004","NIDA Issued","12/19/2023 4:26:40 AM"
"2005","License Issued","8/19/2022 4:26:40 AM"
"2006","Vehicle Purchase","4/23/2024 1:26:40 AM"
"2007","Insurance Activated","8/27/2021 7:26:40 AM"
"2008","Fine Issued","11/17/2025 11:26:40 AM"
"2009","Payment Attempted","7/9/2023 12:26:40 PM"
"2010","Accident Logged","2/27/2020 5:26:40 AM"
"2011","Investigation Opened","2/5/2023 4:26:40 PM"
"2012","Court Hearing","12/9/2018 8:26:40 PM"
"2013","Resolution Closed","1/13/2019 10:26:40 AM"
"2014","Citizen Birth","1/18/2018 11:26:40 AM"
"2015","NIDA Issued","5/21/2018 4:26:40 AM"
"2016","License Issued","1/28/2026 1:26:40 PM"
"2017","Vehicle Purchase","11/10/2025 6:26:40 PM"
"2018","Insurance Activated","11/28/2023 5:26:40 PM"
"2019","Fine Issued","2/18/2020 1:26:40 PM"
"2020","Payment Attempted","10/30/2018 5:26:40 PM"
"2021","Accident Logged","4/12/2017 6:26:40 PM"
"2022","Investigation Opened","6/8/2019 7:26:40 PM"
"2023","Court Hearing","2/7/2019 3:26:40 PM"
"2024","Resolution Closed","3/3/2021 12:26:40 AM"
"2025","Citizen Birth","2/26/2026 6:26:40 PM"
"2026","NIDA Issued","2/27/2025 5:26:40 PM"
"2027","License Issued","1/25/2024 8:26:40 PM"
"2028","Vehicle Purchase","4/22/2022 10:26:40 AM"
"2029","Insurance Activated","1/7/2019 1:26:40 AM"
"2030","Fine Issued","3/31/2024 6:26:40 AM"
"2031","Payment Attempted","8/20/2021 12:26:40 AM"
"2032","Accident Logged","11/9/2022 4:26:40 AM"
"2033","Investigation Opened","12/22/2024 11:26:40 PM"
"2034","Court Hearing","11/24/2023 12:26:40 PM"
"2035","Resolution Closed","8/20/2018 10:26:40 PM"
"2036","Citizen Birth","2/20/2024 9:26:40 PM"
"2037","NIDA Issued","10/11/2025 9:26:40 AM"
"2038","License Issued","4/3/2024 3:26:40 PM"
"2039","Vehicle Purchase","9/21/2016 4:26:40 AM"
"2040","Insurance Activated","11/20/2018 8:26:40 AM"
"2041","Fine Issued","8/24/2022 8:26:40 PM"
"2042","Payment Attempted","1/5/2018 4:26:40 AM"
"2043","Accident Logged","10/30/2025 11:26:40 PM"
"2044","Investigation Opened","10/25/2020 7:26:40 PM"
"2045","Court Hearing","7/27/2024 12:26:40 AM"
"2046","Resolution Closed","10/12/2017 12:26:40 AM"
"2047","Citizen Birth","9/4/2020 4:26:40 PM"
"2048","NIDA Issued","11/22/2024 7:26:40 PM"
"2049","License Issued","2/14/2024 8:26:40 PM"
"2050","Vehicle Purchase","6/1/2022 12:26:40 AM"
"2051","Insurance Activated","11/9/2021 4:26:40 PM"
"2052","Fine Issued","12/30/2020 6:26:40 PM"
"2053","Payment Attempted","11/1/2022 5:26:40 PM"
"2054","Accident Logged","12/19/2020 2:26:40 AM"
"2055","Investigation Opened","9/24/2023 4:26:40 PM"
"2056","Court Hearing","1/26/2017 7:26:40 PM"
"2057","Resolution Closed","2/19/2021 3:26:40 AM"
"2058","Citizen Birth","8/1/2019 9:26:40 AM"
"2059","NIDA Issued","5/28/2021 5:26:40 AM"
"2060","License Issued","5/31/2025 3:26:40 PM"
"2061","Vehicle Purchase","3/24/2018 4:26:40 PM"
"2062","Insurance Activated","10/27/2019 10:26:40 PM"
"2063","Fine Issued","12/8/2020 11:26:40 AM"
"2064","Payment Attempted","7/15/2017 11:26:40 PM"
"2065","Accident Logged","5/5/2018 4:26:40 PM"
"2066","Investigation Opened","8/12/2021 10:26:40 PM"
"2067","Court Hearing","10/1/2018 10:26:40 PM"
"2068","Resolution Closed","1/13/2021 3:26:40 PM"
"2069","Citizen Birth","1/15/2017 2:26:40 AM"
"2070","NIDA Issued","3/9/2018 10:26:40 PM"
"2071","License Issued","12/27/2017 1:26:40 AM"
"2072","Vehicle Purchase","10/3/2023 8:26:40 PM"
"2073","Insurance Activated","9/3/2022 1:26:40 AM"
"2074","Fine Issued","8/5/2018 11:26:40 PM"
"2075","Payment Attempted","8/21/2016 4:26:40 AM"
"2076","Accident Logged","1/28/2026 7:26:40 AM"
"2077","Investigation Opened","5/18/2022 4:26:40 PM"
"2078","Court Hearing","6/14/2021 2:26:40 PM"
"2079","Resolution Closed","7/31/2016 6:26:40 AM"
"2080","Citizen Birth","2/14/2026 9:26:40 PM"
"2081","NIDA Issued","1/13/2019 4:26:40 AM"
"2082","License Issued","2/7/2022 6:26:40 PM"
"2083","Vehicle Purchase","7/27/2024 9:26:40 PM"
"2084","Insurance Activated","9/22/2018 6:26:40 AM"
"2085","Fine Issued","12/8/2019 9:26:40 AM"
"2086","Payment Attempted","3/7/2026 2:26:40 AM"
"2087","Accident Logged","4/7/2023 4:26:40 PM"
"2088","Investigation Opened","8/30/2017 8:26:40 PM"
